timestamp,day,emptyspots,maxspots,lot,occupiedspots,time,date
2012-12-21 18:25:14,Friday,16,28,B,12,18:25:14,2012-12-21
2012-12-13 13:10:09,Thursday,5,28,B,23,13:10:09,2012-12-13
2013-03-19 15:50:11,Tuesday,0,40,C,40,15:50:11,2013-03-19
2013-03-13 14:10:09,Wednesday,1,40,C,39,14:10:09,2013-03-13
2013-03-22 10:55:05,Friday,3,40,C,37,10:55:05,2013-03-22
2013-03-19 12:30:07,Tuesday,3,40,C,37,12:30:07,2013-03-19
2013-03-16 16:55:12,Saturday,36,40,C,4,16:55:12,2013-03-16
2013-03-21 08:35:03,Thursday,0,40,C,40,08:35:03,2013-03-21
2013-03-19 15:05:10,Tuesday,2,40,C,38,15:05:10,2013-03-19
2012-12-08 13:45:09,Saturday,28,28,B,0,13:45:09,2012-12-08
2013-03-14 18:36:06,Thursday,8,40,C,32,18:36:06,2013-03-14
2012-12-25 18:40:14,Tuesday,28,28,B,0,18:40:14,2012-12-25
2012-12-13 14:10:10,Thursday,1,28,B,27,14:10:10,2012-12-13
2012-11-09 18:47:06,Friday,16,100,A,84,18:47:06,2012-11-09
2012-12-17 13:05:09,Monday,3,28,B,25,13:05:09,2012-12-17
2012-12-20 14:20:09,Thursday,0,28,B,28,14:20:09,2012-12-20
2012-12-26 12:45:08,Wednesday,27,28,B,1,12:45:08,2012-12-26
2012-12-29 11:40:34,Saturday,28,28,B,0,11:40:34,2012-12-29
2012-12-11 19:16:12,Tuesday,0,28,B,28,19:16:12,2012-12-11
2012-12-24 18:00:13,Monday,28,28,B,0,18:00:13,2012-12-24
2012-11-11 13:24:05,Sunday,98,100,A,2,13:24:05,2012-11-11
2012-11-09 15:46:58,Friday,20,100,A,80,15:46:58,2012-11-09
2013-03-11 17:25:13,Monday,11,40,C,29,17:25:13,2013-03-11
2013-03-05 18:30:14,Tuesday,4,40,C,36,18:30:14,2013-03-05
2013-03-16 12:35:07,Saturday,35,40,C,5,12:35:07,2013-03-16
2012-12-16 13:10:09,Sunday,2,28,B,26,13:10:09,2012-12-16
2013-03-22 13:20:08,Friday,0,40,C,40,13:20:08,2013-03-22
2012-12-16 18:25:15,Sunday,4,28,B,24,18:25:15,2012-12-16
2012-11-08 08:50:31,Thursday,6,100,A,94,08:50:31,2012-11-08
2012-12-21 17:55:14,Friday,13,28,B,15,17:55:14,2012-12-21
2013-03-20 07:50:02,Wednesday,9,40,C,31,07:50:02,2013-03-20
2012-12-15 15:30:12,Saturday,28,28,B,0,15:30:12,2012-12-15
2013-03-17 13:35:08,Sunday,40,40,C,0,13:35:08,2013-03-17
2013-03-09 07:45:02,Saturday,40,40,C,0,07:45:02,2013-03-09
2012-12-22 18:30:15,Saturday,28,28,B,0,18:30:15,2012-12-22
2013-03-17 17:35:13,Sunday,40,40,C,0,17:35:13,2013-03-17
2013-03-09 08:10:02,Saturday,39,40,C,1,08:10:02,2013-03-09
2012-12-13 11:40:07,Thursday,0,28,B,28,11:40:07,2012-12-13
2012-12-24 18:25:14,Monday,28,28,B,0,18:25:14,2012-12-24
2012-12-11 15:56:08,Tuesday,1,28,B,27,15:56:08,2012-12-11
2013-03-09 10:05:04,Saturday,32,40,C,8,10:05:04,2013-03-09
2013-03-12 15:45:11,Tuesday,0,40,C,40,15:45:11,2013-03-12
2013-03-02 16:25:12,Saturday,35,40,C,5,16:25:12,2013-03-02
2012-12-25 12:00:07,Tuesday,28,28,B,0,12:00:07,2012-12-25
2012-12-22 10:20:06,Saturday,27,28,B,1,10:20:06,2012-12-22
2012-12-28 09:00:04,Friday,28,28,B,0,09:00:04,2012-12-28
2013-03-18 11:05:06,Monday,1,40,C,39,11:05:06,2013-03-18
2012-12-17 20:20:18,Monday,2,28,B,26,20:20:18,2012-12-17
2012-12-20 12:55:07,Thursday,1,28,B,27,12:55:07,2012-12-20
2012-11-09 13:06:50,Friday,57,100,A,43,13:06:50,2012-11-09
2012-12-16 20:05:17,Sunday,27,28,B,1,20:05:17,2012-12-16
2012-12-19 10:15:05,Wednesday,1,28,B,27,10:15:05,2012-12-19
2012-12-14 14:25:11,Friday,0,28,B,28,14:25:11,2012-12-14
2012-11-10 09:22:46,Saturday,12,100,A,88,09:22:46,2012-11-10
2013-03-15 14:55:10,Friday,0,40,C,40,14:55:10,2013-03-15
2012-12-13 16:40:13,Thursday,1,28,B,27,16:40:13,2012-12-13
2012-12-20 11:25:06,Thursday,0,28,B,28,11:25:06,2012-12-20
2012-11-11 07:53:50,Sunday,100,100,A,0,07:53:50,2012-11-11
2013-03-03 11:10:05,Sunday,40,40,C,0,11:10:05,2013-03-03
2013-03-06 13:10:08,Wednesday,0,40,C,40,13:10:08,2013-03-06
2013-03-22 09:30:04,Friday,0,40,C,40,09:30:04,2013-03-22
2012-12-24 15:30:10,Monday,28,28,B,0,15:30:10,2012-12-24
2012-12-17 11:40:07,Monday,0,28,B,28,11:40:07,2012-12-17
2013-03-03 09:40:04,Sunday,39,40,C,1,09:40:04,2013-03-03
2013-03-14 16:36:04,Thursday,0,40,C,40,16:36:04,2013-03-14
2012-12-21 12:40:08,Friday,8,28,B,20,12:40:08,2012-12-21
2013-03-14 08:00:02,Thursday,0,40,C,40,08:00:02,2013-03-14
2013-03-20 08:55:03,Wednesday,0,40,C,40,08:55:03,2013-03-20
2013-03-18 15:25:11,Monday,0,40,C,40,15:25:11,2013-03-18
2012-12-08 10:35:06,Saturday,24,28,B,4,10:35:06,2012-12-08
2013-03-03 08:20:02,Sunday,40,40,C,0,08:20:02,2013-03-03
2013-03-17 10:50:05,Sunday,40,40,C,0,10:50:05,2013-03-17
2013-03-12 06:30:00,Tuesday,40,40,C,0,06:30:00,2013-03-12
2012-12-26 18:05:14,Wednesday,28,28,B,0,18:05:14,2012-12-26
2012-12-22 12:15:08,Saturday,28,28,B,0,12:15:08,2012-12-22
2012-12-23 14:10:10,Sunday,28,28,B,0,14:10:10,2012-12-23
2013-03-16 10:35:05,Saturday,20,40,C,20,10:35:05,2013-03-16
2013-03-03 09:05:03,Sunday,40,40,C,0,09:05:03,2013-03-03
2013-03-06 13:25:08,Wednesday,1,40,C,39,13:25:08,2013-03-06
2013-03-03 06:30:00,Sunday,40,40,C,0,06:30:00,2013-03-03
2012-11-09 14:56:55,Friday,23,100,A,77,14:56:55,2012-11-09
2012-12-12 10:00:05,Wednesday,0,28,B,28,10:00:05,2012-12-12
2013-03-06 10:45:05,Wednesday,2,40,C,38,10:45:05,2013-03-06
2012-11-11 19:34:21,Sunday,100,100,A,0,19:34:21,2012-11-11
2013-03-13 16:45:12,Wednesday,1,40,C,39,16:45:12,2013-03-13
2013-03-12 08:05:02,Tuesday,0,40,C,40,08:05:02,2013-03-12
2012-12-23 11:35:07,Sunday,28,28,B,0,11:35:07,2012-12-23
2012-12-12 15:20:11,Wednesday,0,28,B,28,15:20:11,2012-12-12
2012-11-08 11:35:39,Thursday,22,100,A,78,11:35:39,2012-11-08
2012-12-22 19:45:16,Saturday,28,28,B,0,19:45:16,2012-12-22
2012-12-28 11:10:06,Friday,28,28,B,0,11:10:06,2012-12-28
2012-12-17 10:50:06,Monday,0,28,B,28,10:50:06,2012-12-17
2012-12-24 13:25:08,Monday,28,28,B,0,13:25:08,2012-12-24
2013-03-12 10:35:05,Tuesday,1,40,C,39,10:35:05,2013-03-12
2013-03-21 06:50:01,Thursday,40,40,C,0,06:50:01,2013-03-21
2012-11-10 13:52:59,Saturday,70,100,A,30,13:52:59,2012-11-10
2013-03-16 10:05:04,Saturday,20,40,C,20,10:05:04,2013-03-16
2012-12-29 14:20:37,Saturday,28,28,B,0,14:20:37,2012-12-29
2013-03-02 14:05:09,Saturday,35,40,C,5,14:05:09,2013-03-02
2012-12-23 20:20:17,Sunday,28,28,B,0,20:20:17,2012-12-23
2013-03-11 10:10:04,Monday,0,40,C,40,10:10:04,2013-03-11
2013-03-11 13:30:08,Monday,0,40,C,40,13:30:08,2013-03-11
2012-12-23 12:05:07,Sunday,28,28,B,0,12:05:07,2012-12-23
2012-12-29 19:00:43,Saturday,28,28,B,0,19:00:43,2012-12-29
2013-03-20 09:20:03,Wednesday,0,40,C,40,09:20:03,2013-03-20
2012-12-26 19:10:16,Wednesday,27,28,B,1,19:10:16,2012-12-26
2013-03-21 14:35:10,Thursday,0,40,C,40,14:35:10,2013-03-21
2013-03-14 09:35:56,Thursday,0,40,C,40,09:35:56,2013-03-14
2012-11-09 14:41:55,Friday,25,100,A,75,14:41:55,2012-11-09
2013-03-11 16:25:12,Monday,6,40,C,34,16:25:12,2013-03-11
2012-12-20 10:10:05,Thursday,0,28,B,28,10:10:05,2012-12-20
2012-12-26 10:45:06,Wednesday,26,28,B,2,10:45:06,2012-12-26
2012-12-08 09:55:05,Saturday,27,28,B,1,09:55:05,2012-12-08
2012-11-06 14:13:33,Tuesday,20,100,A,80,14:13:33,2012-11-06
2012-12-22 14:40:10,Saturday,28,28,B,0,14:40:10,2012-12-22
2012-12-11 18:41:11,Tuesday,1,28,B,27,18:41:11,2012-12-11
2012-12-15 13:40:10,Saturday,26,28,B,2,13:40:10,2012-12-15
2012-12-15 09:50:05,Saturday,18,28,B,10,09:50:05,2012-12-15
2013-03-03 16:45:12,Sunday,40,40,C,0,16:45:12,2013-03-03
2012-12-21 10:25:05,Friday,1,28,B,27,10:25:05,2012-12-21
2013-03-09 07:30:01,Saturday,40,40,C,0,07:30:01,2013-03-09
2012-12-26 14:25:10,Wednesday,28,28,B,0,14:25:10,2012-12-26
2012-12-27 12:40:08,Thursday,26,28,B,2,12:40:08,2012-12-27
2012-12-28 10:15:05,Friday,28,28,B,0,10:15:05,2012-12-28
2012-12-21 13:05:08,Friday,13,28,B,15,13:05:08,2012-12-21
2012-11-11 18:29:18,Sunday,92,100,A,8,18:29:18,2012-11-11
2013-03-18 13:05:08,Monday,0,40,C,40,13:05:08,2013-03-18
2013-03-15 12:20:07,Friday,7,40,C,33,12:20:07,2013-03-15
2012-12-11 20:01:13,Tuesday,0,28,B,28,20:01:13,2012-12-11
2012-12-21 17:15:13,Friday,12,28,B,16,17:15:13,2012-12-21
2012-12-24 20:10:16,Monday,28,28,B,0,20:10:16,2012-12-24
2012-12-14 19:30:16,Friday,5,28,B,23,19:30:16,2012-12-14
2013-03-18 12:50:08,Monday,0,40,C,40,12:50:08,2013-03-18
2013-03-18 10:35:05,Monday,0,40,C,40,10:35:05,2013-03-18
2012-12-29 10:15:05,Saturday,28,28,B,0,10:15:05,2012-12-29
2012-12-23 13:10:09,Sunday,28,28,B,0,13:10:09,2012-12-23
2013-03-05 06:45:00,Tuesday,38,40,C,2,06:45:00,2013-03-05
2012-11-10 12:32:55,Saturday,64,100,A,36,12:32:55,2012-11-10
2012-12-17 14:00:10,Monday,0,28,B,28,14:00:10,2012-12-17
2012-12-28 10:50:06,Friday,27,28,B,1,10:50:06,2012-12-28
2012-12-15 09:30:05,Saturday,26,28,B,2,09:30:05,2012-12-15
2012-12-22 11:45:07,Saturday,27,28,B,1,11:45:07,2012-12-22
2013-03-02 12:50:07,Saturday,35,40,C,5,12:50:07,2013-03-02
2012-12-13 16:00:12,Thursday,0,28,B,28,16:00:12,2012-12-13
2013-03-10 08:10:02,Sunday,40,40,C,0,08:10:02,2013-03-10
2012-12-16 15:00:11,Sunday,2,28,B,26,15:00:11,2012-12-16
2013-03-18 09:20:04,Monday,1,40,C,39,09:20:04,2013-03-18
2012-12-14 07:55:03,Friday,28,28,B,0,07:55:03,2012-12-14
2012-11-08 14:05:46,Thursday,38,100,A,62,14:05:46,2012-11-08
2012-12-22 17:20:14,Saturday,28,28,B,0,17:20:14,2012-12-22
2012-11-11 15:39:11,Sunday,93,100,A,7,15:39:11,2012-11-11
2012-12-28 12:15:08,Friday,28,28,B,0,12:15:08,2012-12-28
2012-12-08 09:15:04,Saturday,28,28,B,0,09:15:04,2012-12-08
2013-03-12 06:20:00,Tuesday,40,40,C,0,06:20:00,2013-03-12
2012-11-20 09:54:40,Tuesday,5,100,A,95,09:54:40,2012-11-20
2012-12-15 08:05:03,Saturday,28,28,B,0,08:05:03,2012-12-15
2012-11-09 14:51:55,Friday,24,100,A,76,14:51:55,2012-11-09
2013-03-10 11:55:06,Sunday,40,40,C,0,11:55:06,2013-03-10
2013-03-15 10:15:05,Friday,0,40,C,40,10:15:05,2013-03-15
2012-12-12 18:35:15,Wednesday,2,28,B,26,18:35:15,2012-12-12
2012-12-12 10:05:05,Wednesday,0,28,B,28,10:05:05,2012-12-12
2012-12-28 14:10:10,Friday,28,28,B,0,14:10:10,2012-12-28
2012-12-08 15:45:11,Saturday,28,28,B,0,15:45:11,2012-12-08
2012-12-13 13:05:09,Thursday,6,28,B,22,13:05:09,2012-12-13
2012-11-08 16:05:52,Thursday,20,100,A,80,16:05:52,2012-11-08
2012-12-08 19:45:16,Saturday,28,28,B,0,19:45:16,2012-12-08
2012-12-18 10:25:05,Tuesday,0,28,B,28,10:25:05,2012-12-18
2012-11-06 12:03:27,Tuesday,24,100,A,76,12:03:27,2012-11-06
2012-12-08 14:50:10,Saturday,28,28,B,0,14:50:10,2012-12-08
2012-12-28 18:50:15,Friday,27,28,B,1,18:50:15,2012-12-28
2012-12-21 12:15:07,Friday,6,28,B,22,12:15:07,2012-12-21
2012-12-24 14:30:09,Monday,28,28,B,0,14:30:09,2012-12-24
2013-03-18 14:00:09,Monday,0,40,C,40,14:00:09,2013-03-18
2013-03-18 18:10:14,Monday,14,40,C,26,18:10:14,2013-03-18
2013-03-02 11:45:06,Saturday,29,40,C,11,11:45:06,2013-03-02
2013-03-17 10:05:04,Sunday,40,40,C,0,10:05:04,2013-03-17
2012-11-07 14:19:41,Wednesday,26,100,A,74,14:19:41,2012-11-07
2012-12-08 17:25:13,Saturday,28,28,B,0,17:25:13,2012-12-08
2012-12-25 11:25:06,Tuesday,28,28,B,0,11:25:06,2012-12-25
2013-03-20 17:40:13,Wednesday,9,40,C,31,17:40:13,2013-03-20
2013-03-15 06:50:01,Friday,39,40,C,1,06:50:01,2013-03-15
2013-03-17 15:40:11,Sunday,40,40,C,0,15:40:11,2013-03-17
2012-12-21 15:05:10,Friday,8,28,B,20,15:05:10,2012-12-21
2012-12-19 14:05:09,Wednesday,0,28,B,28,14:05:09,2012-12-19
2012-12-11 16:11:08,Tuesday,0,28,B,28,16:11:08,2012-12-11
2012-11-08 13:30:45,Thursday,54,100,A,46,13:30:45,2012-11-08
2012-12-14 17:05:14,Friday,9,28,B,19,17:05:14,2012-12-14
2013-03-12 15:10:10,Tuesday,0,40,C,40,15:10:10,2013-03-12
2012-12-12 15:40:11,Wednesday,0,28,B,28,15:40:11,2012-12-12
2012-12-21 09:55:05,Friday,0,28,B,28,09:55:05,2012-12-21
2012-11-11 13:09:04,Sunday,96,100,A,4,13:09:04,2012-11-11
2013-03-18 10:15:05,Monday,0,40,C,40,10:15:05,2013-03-18
2013-03-16 10:25:05,Saturday,18,40,C,22,10:25:05,2013-03-16
2012-11-11 17:49:16,Sunday,91,100,A,9,17:49:16,2012-11-11
2013-03-06 06:35:00,Wednesday,40,40,C,0,06:35:00,2013-03-06
2012-11-20 11:39:40,Tuesday,26,100,A,74,11:39:40,2012-11-20
2013-03-14 13:21:00,Thursday,0,40,C,40,13:21:00,2013-03-14
2012-12-29 19:15:43,Saturday,28,28,B,0,19:15:43,2012-12-29
2012-12-20 10:55:05,Thursday,0,28,B,28,10:55:05,2012-12-20
2013-03-20 08:50:03,Wednesday,0,40,C,40,08:50:03,2013-03-20
2013-03-10 15:10:10,Sunday,40,40,C,0,15:10:10,2013-03-10
2012-12-17 17:50:15,Monday,7,28,B,21,17:50:15,2012-12-17
2012-12-15 09:20:04,Saturday,26,28,B,2,09:20:04,2012-12-15
2012-11-06 10:33:22,Tuesday,6,100,A,94,10:33:22,2012-11-06
2012-12-20 18:35:13,Thursday,1,28,B,27,18:35:13,2012-12-20
2013-03-16 10:45:05,Saturday,20,40,C,20,10:45:05,2013-03-16
2013-03-11 15:15:10,Monday,0,40,C,40,15:15:10,2013-03-11
2012-12-22 10:35:06,Saturday,27,28,B,1,10:35:06,2012-12-22
2012-12-08 16:55:13,Saturday,28,28,B,0,16:55:13,2012-12-08
2012-12-29 09:50:05,Saturday,28,28,B,0,09:50:05,2012-12-29
2013-03-20 07:15:01,Wednesday,28,40,C,12,07:15:01,2013-03-20
2013-03-18 08:45:03,Monday,0,40,C,40,08:45:03,2013-03-18
2013-03-14 17:56:05,Thursday,9,40,C,31,17:56:05,2013-03-14
2013-03-15 07:00:01,Friday,39,40,C,1,07:00:01,2013-03-15
2012-12-23 10:25:06,Sunday,28,28,B,0,10:25:06,2012-12-23
2013-03-22 10:20:05,Friday,1,40,C,39,10:20:05,2013-03-22
2012-12-26 12:10:08,Wednesday,27,28,B,1,12:10:08,2012-12-26
2012-12-16 15:10:11,Sunday,1,28,B,27,15:10:11,2012-12-16
2012-12-29 17:20:41,Saturday,28,28,B,0,17:20:41,2012-12-29
2013-03-13 09:15:03,Wednesday,0,40,C,40,09:15:03,2013-03-13
2012-11-08 16:35:53,Thursday,17,100,A,83,16:35:53,2012-11-08
2012-11-08 11:10:38,Thursday,11,100,A,89,11:10:38,2012-11-08
2013-03-09 15:05:10,Saturday,36,40,C,4,15:05:10,2013-03-09
2012-12-25 11:55:07,Tuesday,28,28,B,0,11:55:07,2012-12-25
2012-12-23 10:05:05,Sunday,28,28,B,0,10:05:05,2012-12-23
2012-12-20 15:45:10,Thursday,0,28,B,28,15:45:10,2012-12-20
2013-03-03 13:45:08,Sunday,40,40,C,0,13:45:08,2013-03-03
2013-03-09 11:10:06,Saturday,31,40,C,9,11:10:06,2013-03-09
2013-03-14 08:05:54,Thursday,0,40,C,40,08:05:54,2013-03-14
2012-11-11 12:44:02,Sunday,98,100,A,2,12:44:02,2012-11-11
2012-11-10 09:47:47,Saturday,10,100,A,90,09:47:47,2012-11-10
2013-03-17 16:40:12,Sunday,40,40,C,0,16:40:12,2013-03-17
2013-03-12 10:25:05,Tuesday,2,40,C,38,10:25:05,2013-03-12
2013-03-13 17:50:13,Wednesday,1,40,C,39,17:50:13,2013-03-13
